0,0.250140141,6,3136
3,0.06018528,1,784
4,0.04963908,0,784
5,0.177537151,6,1568
8,0.183103219,6,392
11,0.049780756,1,1176
12,0.046489901,0,1176
13,0.173284217,6,1568
16,0.182227025,6,392
19,0.047723709,1,1568
20,0.047641947,0,1568
21,0.172298592,6,1568
24,0.179762413,6,392
27,0.046642226,1,1960
28,0.047539539,0,1960
29,0.175334528,6,1568
32,0.183048206,6,392
35,0.047520095,1,2352
36,0.047693068,0,2352
37,0.174220211,6,1568
40,0.177826811,6,392
43,0.047213078,1,2744
44,0.048636765,0,2744
45,0.172412947,6,1568
48,0.181188676,6,392
51,0.046693893,1,3136
52,0.173684048,6,1568
55,0.049631441,1,392
56,0.050824579,0,392
57,0.180131816,6,392
60,0.188584355,6,98
63,0.04965051,1,490
64,0.049712034,0,490
65,0.185203583,6,392
68,0.196380548,6,98
71,0.051585391,1,588
72,0.053064842,0,588
73,0.226422627,7,392
76,0.206454995,6,98
79,0.05380997,1,686
80,0.056173705,0,686
81,0.228480861,7,392
84,0.208421325,6,98
87,0.055434018,1,784
88,0.054703418,0,784
89,0.230157136,7,392
92,0.205965005,6,98
95,0.054892276,1,882
96,0.056001146,0,882
97,0.227027784,7,392
100,0.206262947,8,98
103,0.054639685,1,980
104,0.056389607,0,980
105,0.226944599,7,392
108,0.207107059,6,98
111,0.055283408,1,1078
112,0.056639538,0,1078
113,0.228699776,7,392
116,0.206466398,6,98
119,0.054754117,1,1176
120,0.055552993,0,1176
121,0.229089604,7,392
124,0.204758053,6,98
127,0.055199527,1,1274
128,0.05607031,0,1274
129,0.230071873,7,392
132,0.205766975,6,98
135,0.055446756,1,1372
136,0.054909279,0,1372
137,0.230891649,7,392
140,0.208665408,6,98
143,0.054647652,1,1470
144,0.058221309,0,1470
145,0.232140846,7,392
148,0.21123185,6,98
151,0.054025228,1,1568
152,0.23313373,7,784
155,0.057452581,1,196
156,0.058282279,0,196
157,0.233623187,7,98
160,0.209180799,6,24.5
