0,0.079383325,6,3136,0
2,0.022582549,2,784,588
3,0.06617554,7,784,588
5,0.069506018,6,784,784
7,0.059127242,5,3136,784
9,0.076220555,7,3136,784
10,0.064984082,7,784,3136
12,0.06940575,6,784,3136
14,0.076664321,7,3136,3136
16,0.062738464,7,784,3136
18,0.069160845,6,784,3136
20,0.076931223,7,3136,3136
22,0.067387615,6,1568,3136
24,0.067046197,7,392,3136
26,0.062584779,5,1568,3136
28,0.081262821,7,1568,3136
29,0.071070656,7,392,1568
31,0.073690264,6,392,1568
33,0.081505696,7,1568,1568
35,0.067399705,7,392,1568
37,0.072495576,6,392,1568
39,0.081218331,7,1568,1568
41,0.066555348,7,392,1568
43,0.073264478,6,392,1568
45,0.081182498,7,1568,1568
47,0.065883005,7,392,1568
49,0.073280345,6,392,1568
51,0.081106829,7,1568,1568
53,0.066802281,7,392,1568
55,0.072380012,6,392,1568
57,0.080867663,7,1568,1568
59,0.066879547,7,392,1568
61,0.071785591,6,392,1568
63,0.08051944,7,1568,1568
65,0.06662513,7,392,1568
67,0.072531004,6,392,1568
69,0.081115832,7,1568,1568
71,0.066863492,7,784,1568
73,0.067141267,7,196,1568
75,0.054700676,6,784,1568
77,0.077988753,7,784,1568
78,0.067803872,7,196,784
80,0.072919165,6,196,784
82,0.075310074,8,784,784
84,0.066290343,7,196,784
86,0.072388681,6,196,784
88,0.076048948,8,784,784
90,0.06574313,7,196,784
92,0.072029062,6,196,784
94,0.075638646,8,784,784
96,0.06633939,7,196,784
98,0.071882501,6,196,784
100,0.075981261,8,784,784
102,0.067002339,7,196,784
104,0.072670559,6,196,784
106,0.075747639,8,784,784
108,0.066868616,7,196,784
110,0.071946738,6,196,784
112,0.075291552,8,784,784
114,0.067073013,7,196,784
116,0.072520471,6,196,784
118,0.082373495,8,784,784
120,0.06856284,7,196,784
122,0.07441677,6,196,784
124,0.077351461,8,784,784
126,0.068151766,7,196,784
128,0.072633992,6,196,784
130,0.077013616,8,784,784
132,0.067648554,7,196,784
134,0.073242921,6,196,784
136,0.076907825,8,784,784
138,0.067621807,7,196,784
140,0.072384561,6,196,784
142,0.076627238,8,784,784
144,0.067507739,7,196,784
146,0.073966125,6,196,784
148,0.077109934,8,784,784
150,0.065949364,7,196,784
152,0.072823636,6,196,784
154,0.076437585,8,784,784
156,0.067140434,7,196,784
158,0.072268025,6,196,784
160,0.075807727,8,784,784
162,0.067013584,7,196,784
164,0.073407547,6,196,784
166,0.076356678,8,784,784
168,0.066896578,7,196,784
170,0.074364208,6,196,784
172,0.076721795,8,784,784
174,0.066986169,7,196,784
176,0.07338502,6,196,784
178,0.076552914,8,784,784
180,0.066548317,7,196,784
182,0.072303668,6,196,784
184,0.075880427,8,784,784
186,0.067261736,7,196,784
188,0.071824777,6,196,784
190,0.075570026,8,784,784
192,0.067248767,7,196,784
194,0.072943438,6,196,784
196,0.076558774,8,784,784
198,0.067110554,7,196,784
200,0.071771737,6,196,784
202,0.076051255,8,784,784
204,0.067076438,7,196,784
206,0.073017143,6,196,784
208,0.077106646,8,784,784
210,0.065680904,7,196,784
212,0.072273625,6,196,784
214,0.076070121,8,784,784
216,0.06719277,7,196,784
218,0.071772316,6,196,784
220,0.076557385,8,784,784
222,0.066811527,7,196,784
224,0.073174162,6,196,784
226,0.076022419,8,784,784
228,0.066860395,7,196,784
230,0.072391472,6,196,784
232,0.075485287,8,784,784
234,0.067057374,7,196,784
236,0.073348851,6,196,784
238,0.075948101,8,784,784
240,0.069322115,7,196,784
242,0.077458312,6,196,784
244,0.070319425,8,784,784
246,0.061307836,7,196,784
248,0.068799274,6,196,784
250,0.076346168,8,784,784
252,0.067251074,7,196,784
254,0.072012461,6,196,784
256,0.075944031,8,784,784
258,0.067439349,7,196,784
260,0.071626901,6,196,784
262,0.075688616,8,784,784
264,0.066385052,7,196,784
266,0.071915736,6,196,784
268,0.076110994,8,784,784
270,0.065553485,7,196,784
272,0.073852036,6,196,784
274,0.075979752,8,784,784
276,0.066239674,7,196,784
278,0.071148042,6,196,784
280,0.075948262,8,784,784
282,0.071277023,7,196,784
284,0.073162479,6,196,784
286,0.077245305,8,784,784
288,0.067087718,7,392,784
290,0.080832953,10,98,784
292,0.055189261,6,392,784
294,0.072555089,8,392,784
295,0.069194138,7,98,392
297,0.07619442,6,98,392
299,0.075434824,8,392,392
301,0.066621941,7,98,392
303,0.076294503,6,98,392
305,0.077089803,8,392,392
307,0.019247389,1,8,392
308,1.255695547,2,3.90625,392
