0,0.068896305,6,2775.125
1,0.065323843,6,2701.125
2,0.063259318,6,5402.25
3,0.022149626,1,1332.25
4,0.055881714,7,1665.3125
5,0.061063121,6,3780.75
6,0.023103063,1,918.75
7,0.057177037,7,306.25
8,0.056799725,7,229.6875
9,0.060143967,7,306.25
10,0.061488189,7,306.25
11,0.066706688,6,459.375
12,0.064394814,6,459.375
13,0.015645966,1,918.75
14,0.059746741,7,153.125
15,0.019349221,1,1225
16,0.060398317,7,306.25
17,0.059012989,7,229.6875
18,0.058425784,7,306.25
19,0.058895556,7,306.25
20,0.064817421,6,459.375
21,0.063734776,6,459.375
22,0.015124812,1,1225
23,0.059382106,7,306.25
24,0.019227778,1,1378.125
25,0.05961509,7,306.25
26,0.059581623,7,229.6875
27,0.058196883,7,306.25
28,0.0586196,7,306.25
29,0.064376268,6,459.375
30,0.063689742,6,459.375
31,0.015226467,1,1378.125
32,0.061792546,7,306.25
33,0.021909903,1,1378.125
34,0.061989078,7,433.5
35,0.06071401,7,306.25
36,0.064394573,6,459.375
37,0.060072472,7,108.375
38,0.020936861,1,325.125
39,0.018399402,1,867
40,0.060211657,7,216.75
41,0.060266069,7,144.5
42,0.076524253,37,144.5
43,0.075108001,37,216.75
44,0.059641561,7,144.5
45,0.075384383,37,144.5
46,0.073836475,37,144.5
47,0.073843223,37,144.5
48,0.074684806,37,216.75
49,0.015719555,1,867
50,0.059808957,7,216.75
51,0.020316594,1,867
52,0.059270184,7,216.75
53,0.058671711,7,180.625
54,0.075413716,37,180.625
55,0.07408587,37,216.75
56,0.059314501,7,180.625
57,0.074101841,37,180.625
58,0.073430387,37,180.625
59,0.073533283,37,180.625
60,0.059678002,7,216.75
61,0.015518611,1,867
62,0.05978108,7,216.75
63,0.019620114,1,867
64,0.059472043,7,216.75
65,0.058860406,7,180.625
66,0.075397387,37,180.625
67,0.075648067,37,216.75
68,0.059206337,7,180.625
69,0.073951518,37,180.625
70,0.073267089,37,180.625
71,0.073246148,37,180.625
72,0.059281081,7,216.75
73,0.015918188,1,867
74,0.05946151,7,216.75
75,0.019942522,1,867
76,0.059457804,7,216.75
77,0.058777796,7,216.75
78,0.074152039,37,216.75
79,0.074198261,37,216.75
80,0.059019388,7,216.75
81,0.073814604,37,216.75
82,0.073093983,37,216.75
83,0.073421016,37,216.75
84,0.07406899,37,216.75
85,0.015559307,1,867
86,0.05946152,7,216.75
87,0.020514437,1,867
88,0.059943093,7,216.75
89,0.059476969,7,80
90,0.05881586,7,216.75
91,0.074386202,37,216.75
92,0.073731141,37,216.75
93,0.059946189,7,48
94,0.020553003,1,192
95,0.019334397,1,320
96,0.060949612,7,80
97,0.058555717,7,96
98,0.058143534,7,96
99,0.060356646,7,96
100,0.019596566,1,192
101,0.060643319,7,112
102,0.06655193,6,96
103,0.058989801,7,96
104,0.059628558,7,96
105,0.019084821,1,192
106,0.016160278,1,320
107,0.060762673,7,48
108,0.019696324,1,512
109,0.059835282,7,80
110,0.059558069,7,96
111,0.058374847,7,96
112,0.059003624,7,96
113,0.01897905,1,192
114,0.062708872,7,112
115,0.07361703,6,96
116,0.059130131,7,96
117,0.060461798,7,96
118,0.019419928,1,192
119,0.015110917,1,512
120,0.061207181,7,48
121,0.021358422,1,512
122,0.023153355,1,8
123,0.761990527,2,3.90625
