0,0.194121405,6,3136,1,0
1,0.103293883,4,3136,1,490
2,0.037039321,1,0.25,0,490
3,0.105353833,6,0.0625,0,3136
4,0.119833028,7,3136,0,3136
5,0.093615948,5,1568,0,3136
6,0.096446549,4,1568,1,3136
7,0.033906706,1,0.125,0,3136
8,0.104280197,6,0.03125,0,1568
9,0.116459256,7,1568,0,1568
10,0.095465346,5,1568,0,1568
11,0.0291897,1,1568,0,1568
12,0.101008362,4,1568,1,1568
13,0.034155407,1,0.125,0,1568
14,0.104028005,6,0.03125,0,1568
15,0.119562919,7,1568,0,1568
16,0.094772161,5,1568,0,1568
17,0.028818151,1,1568,0,1568
18,0.09991619,4,1568,1,1568
19,0.034247239,1,0.125,0,1568
20,0.103943243,6,0.03125,0,1568
21,0.118971225,7,1568,0,1568
22,0.096472338,5,1568,0,1568
23,0.028497006,1,1568,0,1568
24,0.123190299,6,9408,1,1568
25,0.098651986,4,2352,1,1568
26,0.037066264,1,0.75,0,1568
27,0.108439074,6,0.03125,0,2352
28,0.121938201,7,2352,0,2352
29,0.100754971,6,588,0,2352
30,0.127607507,6,3528,1,2352
31,0.1027419,4,3528,1,2352
32,0.040636786,1,1.125,0,2352
33,0.110157269,6,0.046875,0,3528
34,0.12753071,7,3528,0,3528
35,0.107104872,6,588,0,3528
36,0.029314022,1,588,0,3528
37,0.131421745,6,3528,1,3528
38,0.102656686,4,3528,1,3528
39,0.037433785,1,1.125,0,3528
40,0.109207867,6,0.046875,0,3528
41,0.127141871,7,3528,0,3528
42,0.10743392,6,588,0,3528
43,0.029427873,1,588,0,3528
44,0.132365253,6,3528,1,3528
45,0.103086936,4,3528,1,3528
46,0.037359917,1,1.125,0,3528
47,0.107528944,6,0.046875,0,3528
48,0.126855888,7,3528,0,3528
49,0.10843263,6,588,0,3528
50,0.028643838,1,588,0,3528
51,0.132888922,6,3528,1,3528
52,0.104327499,4,3528,1,3528
53,0.037254867,1,1.125,0,3528
54,0.107806464,6,0.046875,0,3528
55,0.126553738,7,3528,0,3528
56,0.108604436,6,588,0,3528
57,0.029175369,1,588,0,3528
58,0.132238562,6,3528,1,3528
59,0.103889172,4,3528,1,3528
60,0.037685711,1,1.125,0,3528
61,0.107859287,6,0.046875,0,3528
62,0.125786343,7,3528,0,3528
63,0.107486364,6,588,0,3528
64,0.02899796,1,588,0,3528
65,0.133620804,6,3528,1,3528
66,0.104499935,4,3528,1,3528
67,0.038146628,1,1.125,0,3528
68,0.108159035,6,0.046875,0,3528
69,0.124791522,7,3528,0,3528
70,0.108221938,6,588,0,3528
71,0.029373717,1,588,0,3528
72,0.132767161,6,3528,1,3528
73,0.105424538,4,882,1,3528
74,0.036873085,1,1.125,0,3528
75,0.107350742,6,0.046875,0,882
76,0.125060462,7,882,0,882
77,0.107762792,6,245,0,882
78,0.136275644,6,1470,1,882
79,0.107320212,4,1470,1,882
80,0.038275906,1,1.875,0,882
81,0.10834738,6,0.078125,0,1470
82,0.126609583,7,1470,0,1470
83,0.111234853,6,245,0,1470
84,0.02957235,1,245,0,1470
85,0.137766566,6,1470,1,1470
86,0.108862367,4,1470,1,1470
87,0.038081965,1,1.875,0,1470
88,0.109197471,6,0.078125,0,1470
89,0.126823051,7,1470,0,1470
90,0.110441681,6,245,0,1470
91,0.029930715,1,245,0,1470
92,0.137456705,6,1470,1,1470
93,0.108148266,4,1470,1,1470
94,0.037816403,1,1.875,0,1470
95,0.109378647,6,0.078125,0,1470
96,0.126245347,7,1470,0,1470
97,0.110454341,6,245,0,1470
98,0.029793805,1,245,0,1470
99,0.136983738,6,1470,1,1470
100,0.109200314,4,1470,1,1470
101,0.03788184,1,1.875,0,1470
102,0.108563827,6,0.078125,0,1470
103,0.12642602,7,1470,0,1470
104,0.110858521,6,245,0,1470
105,0.029489851,1,245,0,1470
106,0.138411106,6,1470,1,1470
107,0.107773982,4,1470,1,1470
108,0.037523334,1,1.875,0,1470
109,0.109269448,6,0.078125,0,1470
110,0.126126674,7,1470,0,1470
111,0.110797503,6,245,0,1470
112,0.029548417,1,245,0,1470
113,0.140346173,6,1470,1,1470
114,0.111944165,4,1470,1,1470
115,0.038890349,1,1.875,0,1470
116,0.109542036,6,0.078125,0,1470
117,0.12672429,7,1470,0,1470
118,0.110245778,6,245,0,1470
119,0.028862366,1,245,0,1470
120,0.139187933,6,1470,1,1470
121,0.109437876,4,367.5,1,1470
122,0.037977266,1,1.875,0,1470
123,0.10925272,6,0.078125,0,367.5
124,0.128114417,7,367.5,0,367.5
125,0.110779719,6,122.5,0,367.5
126,0.143001234,7,735,1,367.5
127,0.109058638,4,735,1,367.5
128,0.0398096,1,3.75,0,367.5
129,0.108161187,6,0.15625,0,735
130,0.128534649,7,735,0,735
131,0.111345324,6,122.5,0,735
132,0.030075856,1,122.5,0,735
133,0.143865781,7,735,1,735
134,0.108873434,4,735,1,735
135,0.038635795,1,3.75,0,735
136,0.109318017,6,0.15625,0,735
137,0.127811938,7,735,0,735
138,0.110871577,6,122.5,0,735
139,0.030084576,1,122.5,0,735
140,0.142614868,7,735,1,735
141,0.108681913,4,735,1,735
142,0.038567776,1,3.75,0,735
143,0.108551966,6,0.15625,0,735
144,0.127770388,7,735,0,735
145,0.111591826,6,122.5,0,735
146,0.029864408,1,122.5,0,735
147,0.143035792,7,735,1,735
148,0.110149207,4,735,1,735
149,0.03896243,1,3.75,0,735
150,0.109057834,6,0.15625,0,735
151,0.127433703,7,735,0,735
152,0.111270909,6,122.5,0,735
153,0.02997153,1,122.5,0,735
154,0.143921807,7,735,1,735
155,0.110467214,4,735,1,735
156,0.038496343,1,3.75,0,735
157,0.108701691,6,0.15625,0,735
158,0.128275523,7,735,0,735
159,0.110813879,6,122.5,0,735
160,0.030469515,1,122.5,0,735
161,0.145634564,7,735,1,735
162,0.110087082,4,735,1,735
163,0.038839929,1,3.75,0,735
164,0.109060512,6,0.15625,0,735
165,0.128565187,7,735,0,735
166,0.11067273,6,122.5,0,735
167,0.030185377,1,122.5,0,735
168,0.144961045,7,735,1,735
169,0.110096099,4,735,1,735
170,0.039197941,1,3.75,0,735
171,0.108996452,6,0.15625,0,735
172,0.126886207,7,735,0,735
173,0.110985334,6,122.5,0,735
174,0.030018059,1,122.5,0,735
175,0.14489726,7,735,1,735
176,0.110130924,4,735,1,735
177,0.038456746,1,3.75,0,735
178,0.108669466,6,0.15625,0,735
179,0.126722908,7,735,0,735
180,0.111551603,6,122.5,0,735
181,0.030121015,1,122.5,0,735
182,0.144752297,7,735,1,735
183,0.110890329,4,735,1,735
184,0.03848,1,3.75,0,735
185,0.109030602,6,0.15625,0,735
186,0.128138416,7,735,0,735
187,0.10993689,6,122.5,0,735
188,0.030235001,1,122.5,0,735
189,0.144174742,7,735,1,735
190,0.110652637,4,735,1,735
191,0.039456394,1,3.75,0,735
192,0.10829762,6,0.15625,0,735
193,0.128922941,7,735,0,735
194,0.11218075,6,171.5,0,735
195,0.148877287,7,1029,1,735
196,0.115067771,4,1029,1,735
197,0.040986128,1,5.25,0,735
198,0.109467034,6,0.21875,0,1029
199,0.129053944,7,1029,0,1029
200,0.111999556,6,171.5,0,1029
201,0.030215166,1,171.5,0,1029
202,0.147293437,7,1029,1,1029
203,0.111808223,4,1029,1,1029
204,0.039118368,1,5.25,0,1029
205,0.109945257,6,0.21875,0,1029
206,0.12830279,7,1029,0,1029
207,0.112126975,6,171.5,0,1029
208,0.030689186,1,171.5,0,1029
209,0.146931022,7,1029,1,1029
210,0.112058467,4,1029,1,1029
211,0.039691602,1,5.25,0,1029
212,0.109037045,6,0.21875,0,1029
213,0.128762107,7,1029,0,1029
214,0.112429072,6,171.5,0,1029
215,0.030013635,1,171.5,0,1029
216,0.147380316,7,1029,1,1029
217,0.111682444,4,1029,1,1029
218,0.039313507,1,5.25,0,1029
219,0.108928659,6,0.21875,0,1029
220,0.127659147,7,1029,0,1029
221,0.111569905,6,171.5,0,1029
222,0.03064281,1,171.5,0,1029
223,0.146934593,7,1029,1,1029
224,0.111889235,4,1029,1,1029
225,0.039448585,1,5.25,0,1029
226,0.109493909,6,0.21875,0,1029
227,0.128558831,7,1029,0,1029
228,0.112394203,6,171.5,0,1029
229,0.030643332,1,171.5,0,1029
230,0.147497478,7,1029,1,1029
231,0.112469765,4,1029,1,1029
232,0.040117494,1,5.25,0,1029
233,0.110407848,6,0.21875,0,1029
234,0.129938822,7,1029,0,1029
235,0.114845872,6,171.5,0,1029
236,0.0306761,1,171.5,0,1029
237,0.147925693,7,1029,1,1029
238,0.11327111,4,1029,1,1029
239,0.04027003,1,5.25,0,1029
240,0.110378288,6,0.21875,0,1029
241,0.129476153,7,1029,0,1029
242,0.113764632,6,171.5,0,1029
243,0.031296131,1,171.5,0,1029
244,0.14856211,7,1029,1,1029
245,0.113645766,4,1029,1,1029
246,0.039839002,1,5.25,0,1029
247,0.110227169,6,0.21875,0,1029
