0,0.183502306,6,3136,0
2,0.045483536,2,784,588
3,0.127759549,7,784,588
5,0.1200241,6,784,784
7,0.106196222,5,3136,784
9,0.138290196,7,3136,784
10,0.124758397,7,784,3136
12,0.122429952,6,784,3136
14,0.142059869,7,3136,3136
16,0.120948332,7,784,3136
18,0.120632069,6,784,3136
20,0.139996153,7,3136,3136
22,0.126427095,6,1568,3136
24,0.125425706,7,392,3136
26,0.10728197,5,1568,3136
28,0.143695612,7,1568,3136
29,0.130604455,7,392,1568
31,0.124521624,6,392,1568
33,0.145555601,7,1568,1568
35,0.12676984,7,392,1568
37,0.122538103,6,392,1568
39,0.145357551,7,1568,1568
41,0.126152809,7,392,1568
43,0.124319566,6,392,1568
45,0.144329489,7,1568,1568
47,0.125232923,7,392,1568
49,0.124959863,6,392,1568
51,0.144896275,7,1568,1568
53,0.126041296,7,392,1568
55,0.124001745,6,392,1568
57,0.145111325,7,1568,1568
59,0.126186739,7,392,1568
61,0.123648357,6,392,1568
63,0.1444755,7,1568,1568
65,0.126277666,7,392,1568
67,0.124841164,6,392,1568
69,0.145310838,7,1568,1568
71,0.131661496,7,784,1568
73,0.133254391,7,196,1568
75,0.109168257,6,784,1568
77,0.146800281,7,784,1568
78,0.128920891,7,196,784
80,0.128707277,6,196,784
82,0.147708138,8,784,784
84,0.129870869,7,196,784
86,0.128612415,6,196,784
88,0.147935931,8,784,784
90,0.130133196,7,196,784
92,0.129284233,6,196,784
94,0.147500501,8,784,784
96,0.129468947,7,196,784
98,0.12939296,6,196,784
100,0.14762156,8,784,784
102,0.129849175,7,196,784
104,0.12936466,6,196,784
106,0.147898023,8,784,784
108,0.129862921,7,196,784
110,0.129401368,6,196,784
112,0.146189919,8,784,784
114,0.130545269,7,196,784
116,0.129510402,6,196,784
118,0.155684211,8,784,784
120,0.1390619,7,196,784
122,0.132604231,6,196,784
124,0.148069939,8,784,784
126,0.131872137,7,196,784
128,0.129889085,6,196,784
130,0.147981799,8,784,784
132,0.131424057,7,196,784
134,0.130125933,6,196,784
136,0.149331248,8,784,784
138,0.132019079,7,196,784
140,0.129194054,6,196,784
142,0.149441752,8,784,784
144,0.131233038,7,196,784
146,0.130363088,6,196,784
148,0.148659008,8,784,784
150,0.130211897,7,196,784
152,0.129958915,6,196,784
154,0.148594178,8,784,784
156,0.131420196,7,196,784
158,0.131381706,6,196,784
160,0.149438631,8,784,784
162,0.132441435,7,196,784
164,0.133485109,6,196,784
166,0.150225328,8,784,784
168,0.132795079,7,196,784
170,0.131842041,6,196,784
172,0.14821384,8,784,784
174,0.130400286,7,196,784
176,0.131460013,6,196,784
178,0.14915224,8,784,784
180,0.131596645,7,196,784
182,0.130455553,6,196,784
184,0.147833463,8,784,784
186,0.131669693,7,196,784
188,0.130629974,6,196,784
190,0.148180406,8,784,784
192,0.131685204,7,196,784
194,0.131746596,6,196,784
196,0.14856095,8,784,784
198,0.131845508,7,196,784
200,0.130568049,6,196,784
202,0.1489088,8,784,784
204,0.131129142,7,196,784
206,0.131012495,6,196,784
208,0.14947525,8,784,784
210,0.131429708,7,196,784
212,0.129523541,6,196,784
214,0.149464403,8,784,784
216,0.132141533,7,196,784
218,0.129934301,6,196,784
220,0.149669636,8,784,784
222,0.131864086,7,196,784
224,0.131673143,6,196,784
226,0.14928041,8,784,784
228,0.131392731,7,196,784
230,0.130926781,6,196,784
232,0.148198313,8,784,784
234,0.131923414,7,196,784
236,0.133291307,6,196,784
238,0.151314969,8,784,784
240,0.135038505,7,196,784
242,0.139018724,6,196,784
244,0.160443163,8,784,784
246,0.134736783,7,196,784
248,0.130340758,6,196,784
250,0.147942231,8,784,784
252,0.131281966,7,196,784
254,0.129872758,6,196,784
256,0.147644305,8,784,784
258,0.13170107,7,196,784
260,0.129889839,6,196,784
262,0.148937314,8,784,784
264,0.133087488,7,196,784
266,0.132099717,6,196,784
268,0.150062016,8,784,784
270,0.131708757,7,196,784
272,0.130634918,6,196,784
274,0.149209338,8,784,784
276,0.131553243,7,196,784
278,0.130360711,6,196,784
280,0.150125776,8,784,784
282,0.138605781,7,196,784
284,0.140085869,6,196,784
286,0.15487543,8,784,784
288,0.137831484,7,392,784
290,0.168949994,10,98,784
292,0.119149999,6,392,784
294,0.151857976,8,392,784
295,0.137019325,7,98,392
297,0.136251556,6,98,392
299,0.152862447,8,392,392
301,0.133964636,7,98,392
303,0.133900757,6,98,392
305,0.147941097,8,392,392
307,0.041663115,1,8,392
308,2.953605278,2,3.90625,392
